DISTRICT,ACTIVITY,DATE,RATINGS,PARTY,ASSEMBLY
Villupuram,"The Cuddalore East District Secretary Mr. MMRK Pannir Sellam provided relief assistance to 2000 non-governmental workers, laundry workers and drivers affected by a series of curfews due to the Koran virus attack in Kattumannarkovil area of ??Cuddalore East District. Immediate Union Secretary Muthusamy, State General Committee Member Mr. Ramalingam, City Secretary Mr. Kanesamoorthy, and Youth Affairs Executives.",06/05/2020,0,DMK,Kattumannarkovil
Villupuram,"Kattumannarkoil assembly block in Cuddalore district,Mr.N.Murukumaran provided relief items worth Rs.4 lakhs to the Clean Guards, who work in 41 panchayats, including the Srimashnam Union,",12/05/2020,0,AIADMK,Kattumannarkovil
Villupuram,"Kurinjipadi legislator Mr. MRK Pannirselvam MLA distributed rice at Kodavacherry, Kundiyamallur, Kalliyanguppam, Theerthanagiri, Chirupalayoor, Adinarayanapuram and Ayikkuppam, which belongs to Kurinjipadi legislature.",19/05/2020,2.4,DMK,Kurinjipadi
Villupuram,"The legislator Mr. MRK Pannirselvam MLA presented 5 kg rice for curfews for all the family card holders at Tirthanagiri panchayats, which belong to the Kurinjipadi assembly in Cuddalore East district.",19/05/2020,2.8,DMK,Kurinjipadi
Villupuram,"Cuddalore East District Secretary Mr. M.R.K.Pannirselvam MLA distributed 5 kg rice to all the families in Kurinjipadi Union Ranganathapuram Panchayat. Mr. Sivakumar, Secretary of the Union.",14/05/2020,2.8,DMK,Kurinjipadi
Villupuram,"Cuddalore East District Secretary, Mr. M.R.K.Pannirselvam, MLA, distributed 5 kg rice to all the families in Kurinjipadi Union. Mr. Sivakumar, Secretary of the Union.",14/05/2020,2.8,DMK,Kurinjipadi
Villupuram,"Cuddalore East District Secretary Mr. M.R.K.Pannirselvam MLA handed over 5 kg of rice to all the families in Kurinjipadi Union Krishnankuppam Urachchi. Mr. Sivakumar, Secretary of the Union.",14/05/2020,2.9,DMK,Kurinjipadi
Villupuram,"Cuddalore East District Secretary Mr. M.R.K.Pannirselvam MLA distributed 5 kg of rice to all the families in Kurinjipadi Union, Thayyalkunampattinam Panchayat. Mr. Sivakumar, Secretary of the Union.",14/05/2020,2.6,DMK,Kurinjipadi
Villupuram,"Cuddalore East District Secretary, Mr. M.R.K. Pannirselvam MLA distributed 5 kg of rice to all the families in Kurinjipadi Union, Melaputhupettu Panchayat. Mr. Sivakumar, Secretary of the Union.",12/05/2020,2.7,DMK,Kurinjipadi
Villupuram,"Cuddalore East District Secretary, Mr. M.R.K. Pannirselvam MLA distributed 5 kg rice to all the families in Kurinjipadi Union Poothambadi Panchayat. Mr. Sivakumar, Secretary of the Union.",12/05/2020,2.7,DMK,Kurinjipadi
Villupuram,"Cuddalore East District Secretary, Mr. M.R.K. Pannirselvam MLA distributed 5 kg of rice to all the families in Kurinjipadi Union Option Panchayat. Mr. Sivakumar, Secretary of the Union.",12/05/2020,3.1,DMK,Kurinjipadi
Villupuram,"As per the guidance of Mr. Kurinjapadi legislator Mr. MRK Pannirselvam, Union Secretary Mr. Sivakumar handed over 5 kg rice to all the families in Kurinjipadi 4 ward.",11/05/2020,2.4,DMK,Kurinjipadi
Villupuram,"As per the guidance of Mr. MRK Pannirselvam, a member of the Kurinjipadi legislator, 5 kg of rice was given to all the families in the Vandiyampallam panchayat.",11/05/2020,2.5,DMK,Kurinjipadi
Villupuram,"Mailam Assembly Member Dr. R Masilamani MLA visited the Eelamumalai P / Periyasamy house in Veedur village, Mailam Union, to provide relief to the victims after the fire was completely destroyed.",03/06/2020,1.7,DMK,Mailam
Villupuram,"Mailam Legislator Dr. R Masilamani MLA presented rice, grocery, etc. to 100 handicap persons, cleaners, laundry workers, barbers, tribal dwellers and family residing in Katusiviri village.",29/05/2020,2.3,DMK,Mailam
Villupuram,Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA presented rice grocery and vegetables to 700 families in the presence of the Mailam Legislative Assembly Dr. RA Masilamani MLA.,29/05/2020,4.6,DMK,Mailam
Villupuram,"Mailam Legislative Councilor Dr. R Masilamani MLA delivered rice, groceries and vegetables to 100 family of handicaps, talent cleaners living in Pandiyankulam village of Kammantur, Southern Union.",27/05/2020,2.8,DMK,Mailam
Villupuram,"Mailam Legislator Dr. R Masilamani MLA distributed rice, groceries and food to 100 families of the Aboriginal Dry Cleaners, Laundry Workers and Disabled People in the village of Akur in Mayalam Union.",26/05/2020,3.2,DMK,Mailam
Villupuram,"The Mailam of the Mailam Legislator, Dr. R. Masilamani, distributed laundry, groceries and vegetables to 150 families of laundry workers in the North-South Union.",25/05/2020,3.2,DMK,Mailam
Villupuram,"Mailam Legislator Dr. R Masilamani MLA distributed power, rice, groceries and food to 100 families of barber, disabled, laundry workers, potters, poojam beekeepers, cleaning workers in Thiruvambattu village.",20/05/2020,2.8,DMK,Mailam
Villupuram,"Mailam Assembly Member Dr. R Masilamani MLA provided rice, groceries and vegetables to 150 auto drivers, cleaners, police friends and family in the Mailam Union.",19/05/2020,2.8,DMK,Mailam
Villupuram,"Mailam Legislator Dr. R Masilamani MLA distributed rice, grocery and vegetables to the 150 family of Nerikuravaru Tribal Purification Workers who live in Pennagar village in the Northern Union.",19/05/2020,2.5,DMK,Mailam
Villupuram,"Mailam of the House Dr. MASalaimani MLA distributed rice, groceries and vegetables to 60 members of the Tribal Darkness Cleaners family living in Chinnagaram village in Vallam North.",16/05/2020,1.7,DMK,Mailam
Villupuram,"On the advice of Tamil Nadu opposition leader MK Stalin, the Mailam of the MLA, Dr. Raja Masilamani MLA distributed rice, groceries and vegetables to 50 families of the indigenous blacksmiths of the Valamum Union.",11/05/2020,2.8,DMK,Mailam
Villupuram,"As advised by Tamil Nadu Assembly Opposition Leader MK Stalin, the Mailam of the MLA, Dr. Raja Masilamani MLA, supplied rice, groceries and vegetables to 100 persons of the family of barber workers in the Northern and Southern Union.",10/05/2020,4.2,DMK,Mailam
Villupuram,"The Member of the Legislative Assembly Dr. Sabah was presenting the artist's portrait on the occasion of his 97th birthday. Rashendran paid their homage. Subsequently, the city of Neyveli paid homage to the statue of Anna at Anna Square. Subsequently, the NLC, residing at the Indranagar Panchayat Transition Center, provided rice and food to 2,000 affected families. All the panchayats and branches of the Neyveli block, the city and the city of Udukkala Vidyalaya celebrated the birthday of the artist by giving him a bouquet of flames and celebrating the day.",05/06/2020,4.9,DMK,Neyveli
Villupuram,"Neyveli legislator Mr. Saba Rajendran gave land to NLCIL in Perumattur panchayat, A Block, 12 block of dwelling areas (Ceylon Coddress) residential area for the affected people. He provided rice and food items to 1250 families.",22/05/2020,4.2,DMK,Neyveli
Villupuram,"Neyveli legislator Mr. Sabha Rajendran, in cooperation with the pioneers of the Association, distributed food items including rice and vegetables to 100 alternate women, 150 tailors and 250 daily wage laborers. The Chairman of the Tailors' Association, Mr. Sabah Balamurugan, Neyveli City Secretary Mr. V. Bakirisamy, District Representative Mr.Adalarasan, District Councilor Mr.Jeganathan, Tailor Artists Association District President Mr.Vairakannu, District Treasurer Mr.Rama, Branch Chairman Mr.T. Mr. Sathiwel, Secretary Mr. Maniwel, Finance Mr. Kumar, President of the Transformers Association Mr. Kumar, Mr. Panchal Secretary Mr. Ananda Jothi, Technical Team Coordinator Mr. A. Charles, North Coordinator Dharmalingam.",22/05/2020,2.8,DMK,Neyveli
Villupuram,"Neyveli legislator Mr. Sabha Rajendran distributed rice and food items to the relief of 600 families residing in the C, D, E and G Block areas of the homeland (Ceylon Curators) around Neyveli. City Secretary Mr.V.Bakirisamy, Panchayat Chairperson Thirumuku.Kamakshi Rajasekhar, Vice President Thirumuku.Santhamalar Selvarasu, City Trustees Members Mr.Ravichandran, Mr.Nanmarabandian, Mr.Rama.Karupan, Youth Minister of the District Mr.Rajesh, Urban Youth. Stalin, Tomsu Vice President Mr.Supiah and Mr.Paramasivam, Thirumiku.Mallika, Mr.Kannadasan, Mr.T. Mr. Siva, Mr. Ramachandran, Mr. Jayamamani, Mr. Ilangeswaran, Mr. Selvanayakam and the executives of the Corporation were present.",22/05/2020,2.4,DMK,Neyveli
Villupuram,"NLCIL's respected Chancellor and All Directors Honors, NLCIL's respected Chancellor, assisted by providing 10 kg of rice, groceries and vegetables to every poor family living in the Circle 21, Circle 30 and all Ceylon Quadras within the boundaries of the NLCIL of the Neyveli Assembly. , On behalf of the staff. Neyveli legislator Mr. Sabha Rajendran thanked the President for directing the President and the Director of the Nayveli Legislative Council to give relief to the people who had given the letter to the company twice.",19/05/2020,2.4,DMK,Neyveli
Villupuram,"Mr. Rajendran MLA provided relief assistance to 200 persons of Neighbors, Photographers, Folk Artists at the Assembly Office. The Chairman of the Neyveli City Liability Committee was Mr. V. Bakirisamy.",12/05/2020,2.7,DMK,Neyveli
Villupuram,"In the Neyveli Assembly constituency, on the instructions of Neyveli legislator, Mr. Sabha Rajendran, the Chairman of the Panruti Unity Council, Mr. Sabha Balamurugan, Thirumikkumar Thamirikkayamirukkam, Thamidhavilakkam, Thamirukkumar, J. Groceries and vegetables supplied. Kapasura was offered drinking water at the event.",12/05/2020,2.7,DMK,Neyveli
Villupuram,"Neyveli Circle: 30 Circle residents, barbers, laundry workers, day laborers and non-workers, Neyveli legislator Mr. Sabha Rajendran distributed food items including rice, cooked pulses and oil to 200 people. The event was attended by the Chairman of the City Liability Committee, Mr. V. Bakirisamy, the Chairman of the Panruti Union, Mr. Saba Balamurugan, the former City Secretary Mr. Prasanthi, the union leaders, the members of the city responsibility committee and the pioneers.",05/05/2020,3.6,DMK,Neyveli
Villupuram,"On the instructions of Mr. A.M.K Mohammed Rafeek, District Secretary, Cuddalore, Mr. R.S. Muthu, Panruti City Secretary, distributed rice, edible oils and groceries to the poor people in Panruti area.",01/05/2020,2.8,MNM,Panruti
Villupuram,"District Cadre Secretary KK Pandian MLA at Cuddalore - Panruti MLA, Deputy Secretary for Women, Mrs. Satya Pannirselvam MLA distributed laundry, hair correctors and public goods including rice, sugar and oil for Rs. 25L",09/05/2020,4.9,AIADMK,Panruti
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA and Tindivanam legislator Mrs. Sitapathi Sokalingam MLA presented rice and fruits to 550 families in warehouse 1, 26th ward on the occasion of the 97th Birthday of the Mutual Scholar Doctor Kalaingar.",05/06/2020,3.9,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA distributed rice, vegetable and groceries to the families of Tindivanam City 31st Ward organized by District Volunteer Organizer DG Raja Shakti. She was accompanied by Tindivanam legislator Mrs. Sitapathi Chokalingam MLA.",05/06/2020,1.7,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary, Gingee Legislator Mr. K.S. Mastan MLA luncheon for more than 500 people residing in Munnar village of Marakkanam Union under the Munroor Sankar arrangement. Marakkanam Perur Corporation secretary R. Ravikumar arranged the distribution of rice and vegetables to more than 500 auto drivers residing in 18 wards under the Marakkanam Baroque. Tindivanam legislator Mrs. Sitapathi Sokalingam MLA, including the executives of the Corporation.",28/05/2020,4.6,DMK,Tindivanam
Villupuram,"Viluppuram Northern District Corporation Secretary, Gingee Legislative Assembly Mr. K.S. Mastan MLA, Tindivanam Assembly Member Mrs. Sitapathi Sokalingam MLA provided 150 families of rice, vegetables and orphans to the Disabled Pure Cleaners, Orphans and Widows in Marakkanam Western Union.",26/05/2020,3.2,DMK,Tindivanam
Villupuram,"villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA advised Tindivanam legislator Mrs. Sitapathi Sokalingam MLA to distribute rice and vegetables to handicaps women, cleaners, supporters, helpless widows and 200 families in the Diriyar area.",23/05/2020,2.8,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Masthan MLA distributed rice and vegetable groceries to the 300 families of Tindivanam City 31st Ward organized by District Volunteer Organizer DG Rajasakthi. Tindivanam legislator Mrs. Sitapathi Sokalingam MLA, including the executives of the Corporation.",22/05/2020,4.2,DMK,Tindivanam
Villupuram,Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA presented the rice and vegetable packages to 500 non-profit workers and tailors in Tindivanam.,22/05/2020,4.2,DMK,Tindivanam
Villupuram,"Villupuram Northern District Council Secretary Mr. KS Masthan MLA advised Tindivanam Assembly Member Mrs. Sitapathi Chokalingam MLA Tidivanam constituency, West Union, Athurur, North Alappakkam Village And they provided rice, vegetable and groceries to about 300 families in the village, including elderly, widows, disabled and cleaning workers.",21/05/2020,2.8,DMK,Tindivanam
Villupuram,villupuram Northern District Corporation Secretary Mr. K.S. Masthan MLA on the advice of Tindivanam legislator Mrs Sitapathi Sokalingam MLA presented 200 Briyani to the general public in the warehouse area under the direction of Tindivanam city secretary VC Ashokumar.,20/05/2020,4.2,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA presented rice and vegetables to about 1500 families in the Tindivanam town ward 2, 16,17,18 ward, under the arrangement of Tindivanam legislator Mrs. Sitapathi Chokalingam MLA.",18/05/2020,4.9,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA, with the guidance of District Art Literary Association organizer D Saravanan, distributed rice and vegetable groceries to Tindivanam City 1st Ward 100 families.",16/05/2020,2.8,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA distributed rice and vegetable groceries to Ward 1. 200 families at MGR, Tindivanam under the arrangement of former Municipal Councilor MLP Gopinath and Sadasivam Pandian.",15/05/2020,3.2,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Masthan MLA distributed rice and vegetable groceries to the 300 families of Tindivanam 29th Ward under the arrangement of District Attorney's Team M T Babu. Along with Tindivanam legislator Mrs. Sidapathi Chokalingam MLA, there were administrators.",15/05/2020,4.2,DMK,Tindivanam
Villupuram,villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA advised Tindivanam legislator Mrs. Sitapathi Sokalingam MLA to distribute rice and vegetables to about 200 families of Tindivanam Gingee Bus Stand Auto Drivers Association.,14/05/2020,2.8,DMK,Tindivanam
Villupuram,"villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA, on the advice of Tindivanam legislator Mrs. Sitapathi Sokalingam MLA, supplied rice, vegetables, groceries and groceries to 100 families of elderly, Adivasi residents in the village of East Union, Kozhikode.",14/05/2020,2.8,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA advised Tindivanam legislator Mrs. Sitapathi Sokalingam MLA to provide rice and vegetable groceries to about 150 families of elderly, disabled, sanitary and adivasis in East Union Nagar, Marakkanam.",14/05/2020,3.2,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA advised Tindivanam Assembly Member Mrs. Sitapathi Sokalingam MLA to provided rice, grocery, to 450 elderly, disabled, cleaning worker, AdivasRta to the elderly, disabled, cleaning workers, AdivasRtavaras in Marakkana East Union North Central Province.",11/05/2020,2.8,DMK,Tindivanam
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA advised Tindivanam legislator Mrs. Sitapathi Sokalingam MLA to distribute rice, vegetable and groceries to about 200 families of the Disabled Disabled Sanitation Worker at Nallur village, Narakur.",11/05/2020,3.2,DMK,Tindivanam
Villupuram,"villupuram Northern District Council Secretary Mr. KS Mastan MLA advised by the President of the Corporation Thirumukku MK Stalin Tindivanam Legislative Councilor Mrs. Sitapathi Sokalingam MLA for the AdithRvidar Disability Disaster Relief Worker, about 100 people Provided rice and groceries",10/05/2020,2.4,DMK,Tindivanam
Villupuram,"villupuram Northern District Council Secretary Mr. KS Mastan MLA advised by the Chairman of the Corporation Thirumukku MK Stalin, Tindivanam Assembly Member Mrs. Sitapathi Sokalingam MLA, Elderly, Thuttarappanaikaliyar He provided rice, vegetable and groceries to about 300 orphans.",08/05/2020,3.2,DMK,Tindivanam
Villupuram,"villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA, headed by Thiru Thiru MK Stalin, headed by Tindivanam legislator Mrs. Sitapathi Sokalingam MLA distributed rice and vegetable groceries to about 250 families of barbers in Tindivanam Municipality and surrounding areas.",06/05/2020,4.2,DMK,Tindivanam
Villupuram,"On behalf of Varkapural Corporation of Villupuram - Tindivanam Corporation, we distributed relief items including rice, vegetables and groceries to 200 families, laborers and civilians.",04/05/2020,3.2,AIADMK,Tindivanam
Villupuram,"More than 100 people were given rice at Tindivanam, headed by Mr. Sripathi, the Villupuram Regional Secretary (Coordinator), on the birthday of General Secretary A.G. Maurya I.P.S (Retd). She was accompanied by Women's Team Secretary Bala.",06/05/2020,2.4,MNM,Tindivanam
Villupuram,"Villupuram Central District Secretary, Dr. K. Ponmudi MLA, has provided rice, groceries and vegetables to over 600 people, including Vikravandi Legislative Assembly constituency, Vikravandi of East Vaakkor, Victims, Cleaners, NGOs and the poor.",31/05/2020,3.2,DMK,Vikravandi
Villupuram,"On behalf of the Vikravakandi Northern Union Corporation, as a coronation measure, we gave relief to 500 poor people in Kanjanoor Kutrotu in the form of rice, vegetable and groceries.",18/05/2020,3.2,AIADMK,Vikravandi
Villupuram,"On behalf of Vikravandi Northern Union Corporation, we provided rice, vegetable and Kapasura drinking water to 2250 families in Erolam village in Villupuram district.",09/05/2020,4.9,AIADMK,Vikravandi
Villupuram,Villupuram Southern District Secretary Mr. Nammavar Babu today handed over 5 kg of rice and groceries to about 50 families living in the Vikravandi block of Stalin on May 1-Labor Day.,01/05/2020,1.7,MNM,Vikravandi
Villupuram,"Villupuram Northern District Corporation Secretary Mr. KS Mastan MLA with the guidance of the Marakkanam City Corporation Secretary Mr. A. Ravikumar for more than 100 families such as Korkha (guards) and supportless elderly and handymen living in Marakkanam area. They provided essential commodities such as rice, groceries, vegetables, masks and grimace.",06/06/2020,2.8,DMK,Villupuram
Villupuram,"Villupuram Central District Secretary, Dr. K. Ponmudi MLA advised by the Vice-Chancellor Dr. Karunanithi on the 97th birthday of District Secretary Maithili Rajendran, Union Secretary Raji and many others in the Kliyanur Union they raised the flag and provided welfare and welfare assistance to the poor.",05/06/2020,1.7,DMK,Villupuram
Villupuram,"Villupuram Northern District Corporation Secretary Mr. KS Mastan MLA with the guidance of Marakkanam City Corporation Secretary Mr. R. Ravikumar presented rice, vegetables, groceries and sugar to about 200 families of the elderly, handbags, husbands, and civilians in the Marakkanam area on the occasion of birthday of Dr. Karunanithi",02/06/2020,3.2,DMK,Villupuram
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA, with the guidance of Marakkanam City Corporation Secretary Mr. R Ravikumar, presented the essential items such as sweets, rice, groceries and vegetables to over 100 culinary artists in the area.",01/06/2020,2.8,DMK,Villupuram
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA, under the guidance of Mr.Ravi Ravikumar, Secretary, Marakkanam Urban Corporation, provided essential items such as rice, groceries, vegetables, masks, grimyasini, etc. He also distributed bottles of refreshments and water to about 750 persons, merchants and civilians in the Greater Market area of ??Marakkanam.",01/06/2020,3.5,DMK,Villupuram
Villupuram,"Villupuram Southern District Corporation Secretary Mrs.A.Angayakkarni distributed rice, vegetables and groceries to 504 families in Mundanur, Nattamur and Cleur panchayaths.",31/05/2020,4.6,DMK,Villupuram
Villupuram,"Mayilam Assembly Member Dr. R. Masilamani MLA distributed rice, groceries and vegetables to 120 Handicaps, cleaners, launderers, tribal and indigenous families living in the southern union of Upper Makalavai village.",31/05/2020,2.8,DMK,Villupuram
Villupuram,"Kallakurichi MP Dr. Pon.Gautamasikamani MP in his arrangement. On the advice of Sivalingam, the Kallakurichi parliamentary constituency provided welfare assistance to more than 750 families, including the non-union workers and the mountain people, in the Yercaud Union.",28/05/2020,4.6,DMK,Villupuram
Villupuram,"With the guidance of Mr. K.S. Masthan MLA, Secretary, Villupuram Northern District Corporation, Mr.Ravi Ravikumar, Secretary of Marakkanam City Corporation, provided essential items such as masks and Sanitizer to about 500 civilians and police officers in the Marakkanam area.",27/05/2020,2.8,DMK,Villupuram
Villupuram,"Villupuram Northern District Council Secretary Mr. K.S. Mastan MLA, on behalf of the former Panchayat Council Vice President, E.Sankar, and District Coordinator, KSM Mokhtiar Mastan, distributed 5 kg rice to the 13-ward dwellers of the district.",26/05/2020,2.8,DMK,Villupuram
Villupuram,"Villupuram Northern District Corporation Secretary, Kunchi MLA, Mr. KS Masthan MLA. He provided rice and vegetables to over 700 families, including auto drivers, car drivers and tractor drivers who lived in 22 panchayats, including Dangankuppam, Aiyil, Paridipuram, Melkodiyam, Periyana Nilambai and Dayanur.",26/05/2020,4.6,DMK,Villupuram
Villupuram,"Villupuram Central District Secretary Dr. K Ponmudi MLA raised awareness of coronavirus infection by providing food, rice and vegetable packs to over 500 poor, simple families affected by the curtailment of the Katarambakkam procession in the Vannur Assembly constituency.",26/05/2020,3.5,DMK,Villupuram
Villupuram,"Kallakurichi MP Dr. Pon.Gautamasikamani MP in his arrangement raised rice, vegetables and groceries for more than 50 Handicaps of the Risiwandhiyam Union of the Kallakurichi parliamentary constituency.",22/05/2020,2.8,DMK,Villupuram
Villupuram,"Mayalam legislator Dr. R Masilamani MLA distributed rice, groceries and vegetables to the purity workers, 100 tribal irrigation family living in Maniyambattu village in Keelam.",22/05/2020,2.8,DMK,Villupuram
Villupuram,"Villupuram Central District Secretary, Dr. K. Ponmudi MLA distributed food, rice and vegetable packs to more than 1000 poor and humble families affected by the curfew in the Wanur assembly constituency.",20/05/2020,4.6,DMK,Villupuram
Villupuram,"Under Secretary of State Dr. K. Ponmudi MLA, the businessman Tamim Ardham raised awareness of the coronavirus by providing welfare assistance to over 500 people, including Handicaps, laundry workers, barbers, indigenous people and poor and simple people living in the Eastern Union.",16/05/2020,2.8,DMK,Villupuram
Villupuram,"With the guidance of Mr. K.S. Mastan MLA, Secretary, Villupuram Northern District Corporation, Mr.Ravi Ravikumar, Secretary of the Marakkam City Corporation, provided the afternoon meal to about 100 employees of the Cleaners Employees of the Marakkam",15/05/2020,2.4,DMK,Villupuram
Villupuram,"Villupuram Central District Secretary, Dr. K. Ponmudi MLA, raised awareness of coronavirus by providing welfare assistance to more than 500 people in the northern panchayats in the Northern Union.",15/05/2020,2.8,DMK,Villupuram
Villupuram,"Villupuram Northern District Corporation Secretary Mr. K.S. Mastan MLA advised City Council Secretary Mr. R. Ravikumar to distribute rice, groceries, vegetables and masks to the more than 50 families living in the Parakrachchi Mudakamadu and surrounding areas.",13/05/2020,2.8,DMK,Villupuram
Villupuram,"As advised by the Chairman of the Association, Mr. KS Mastan MLA, Secretary, Villupuram Northern District Council, Secretary of the State Information Technology Team Mr. PTRP Thiyagarajan MLA on behalf of the District Information Technology Team on behalf of the District Coordinator He distributed 5kg of rice to 500 family card holders in the Ward. #OndrinaivomVaa",09/05/2020,2.8,DMK,Villupuram
Villupuram,"As directed by the Chairman of the Corporation, Mr. KS Mastan MLA, Secretary, Villupuram North District Council, headed by Mr.R.Ravikumar, the Secretary of the Marakkam Town Council, over 100 barber families were provided with essential items such as rice, groceries, vegetables, masks and sanitiser were provided",09/05/2020,3.5,DMK,Villupuram
Villupuram,"Comforting the parents of the girl who died in a fire at the village of Thiruvannai Nallur, Viluppuram, in the village of Chirumadurai, I gave a check for Rs. 5L",13/05/2020,2.8,AIADMK,Villupuram
Villupuram,"On behalf of the Villupuram - Marakkanam Union Corporation, we have provided relief packages to 650 families from Jakkampet, Karnavur and Murthy Bay, including essential commodities including rice, groceries and vegetables.",11/05/2020,4.6,AIADMK,Villupuram
Villupuram,"On behalf of the Villupuram-Klayanur Union, we have provided rice, groceries and vegetables on behalf of the Klianoor Union Corporation to more than 2000 families residing in Thenzastanur and Kondamur panchayats.",07/05/2020,4.9,AIADMK,Villupuram
Villupuram,"On behalf of the Southern Union Corporation of Villupuram District, Kandhamangalam, Mittamandamkulam was rice and vegetables distributed to 2000 families in the area.",02/05/2020,4.6,AIADMK,Villupuram
Villupuram,"The Villupuram Zone, headed by the Secretary of State (Coordinating) Mr. Sripathi, supplied vegetables to 150 families in Mangalapuram and Khandachipuram areas.",12/05/2020,3.2,MNM,Villupuram
Villupuram,"Villupuram East District Secretary Mr. V. V. Shajee presided over the function at the Vancouver Union. Mr. M. Santosh Kumar, Secretary, Vanuaru Union, distributed 5Kg of rice, vegetables and other food items to a total of 150 families.",01/05/2020,2.8,MNM,Villupuram
Villupuram,Villupuram Regional Secretary (Coordinating) Mr. Sripathi presided over the distribution of groceries consisting of 10 items in Ponnanguppam village today to 100 families.,01/05/2020,2.8,MNM,Villupuram
Villupuram,"Cuddalore Southwest District, Charitable Action Team Project Veera Swamy led the people in Avanangudi village with about 1000 face masks",01/05/2020,3.5,MNM,Villupuram
Villupuram,"Secretary of State (Structure) Dr. With the help of Uttiswaran, the head of the panchayat was given relief items to 100 families.",01/05/2020,2.4,MNM,Villupuram
Villupuram,"Mr. B. Venkatakrishnan, Secretary of the City of Vriddhachalam Charitable Operations, Cuddalore South Vidhathakrishnan appreciated the services rendered by the nurses at Virudhachalam Primary Health Center for their immense service and offering sweets, sweets, disinfectants.",12/05/2020,2.4,MNM,Virudhachalam
Villupuram,"At the request of District Secretary, Mr. Balasubramanian, in Mathur Panchayat, Virudhachalam Union, Cuddalore Southwest District, Mr. Ezumalai provided water to about 250 families.",02/05/2020,2.4,MNM,Virudhachalam
Villupuram,"Cuddalore Southwest District Secretary Mr. Balasubramaniyan assured them that the Secretary of the Union of Virudhachalam, Mr. Ezumalai, along with the members of the village, continued to provide Kapasura drinking water to all the residents of the village.",04/05/2020,2.4,MNM,Virudhachalam
Villupuram,"At the request of Ward No. 29 up-street people in the southwestern district of Cuddalore, Mr. B. Venkatakrishnan, Secretary of the City of Virudhachalam, has been repaired and painted the power box.",06/05/2020,1.7,MNM,Virudhachalam
Villupuram,"Under the leadership of Mr. R. Balasubramanian, District Secretary, Cuddalore West, S. Ramya Begum and Manimam administrators distributed rice and groceries to 100 families in Virudhachalam and surrounding areas.",01/05/2020,2.5,MNM,Virudhachalam
Namakkal,"Party has provided rice, lentils, groceries and eggs as a relief to people living in panchayat areas including Rajampalayam, Kakkaveri, Pusaripalayam, Muniyappan Palayam and Namakkal district.",30/05/2020,9.4,AIADMK,TIRUCHENGODE
Namakkal,"Gave corona relief, rice, lentils, groceries and eggs to all the people in Namakkal district, Namakiripettai east of Mullukkurichi, Unanthankal, Perambancholai and Periya Kombai.",29/05/2020,9.5,AIADMK,RASIPURAM
Namakkal,For civil servants and civil servants visiting the Namakkal District Collector's office Kapasura is providing drinking water on behalf of Ernakulam Government Primary Health Center.,28/05/2020,1.5,AIADMK,NAMAKKAL
Namakkal,"Delivered a collection of rice, lentils, eggs and groceries to poor and humble people living in Mallur, including the Namakkal - Vennandur Union.",25/05/2020,6.3,AIADMK,RASIPURAM
Namakkal,"Provided food to poor and humble people who are suffering from lack of food and livelihood in the Namakkal district, Komarapalayam.",26/05/2020,6.3,AIADMK,KUMARAPALAYAM
Namakkal,"Provided essential commodities including rice, lentils and eggs as a relief to the poor and humble people in the panchayat areas of Namakkal district and Venandur Union.",24/05/2020,6.3,AIADMK,RASIPURAM
Namakkal,"Distributed rice, groceries and eggs to the public in relief areas of Namakkal District, Rasipuram Municipality, Ward 8, 26, 27, Ward areas, Legislative Council Office, Mariamman Temple Street, Perumal Temple Street.",23/05/2020,6.3,AIADMK,RASIPURAM
Namakkal,Providing agricultural machinery and equipment worth Rs. 3.40 crores agricultural machinery and equipment for 68 farmer manufacturers,22/05/2020,3.1,AIADMK,NO DATA
Namakkal,"The District Collector presented a packet of rice and lentils to 150 persons who were staying at Periyar University College, Senmamangalam, Namakkal district.",20/05/2020,2.8,AIADMK,SENTHAMANGALAM
