DISTRICT,ACTIVITY,DATE,RATINGS,PARTY,ASSEMBLY
Tiruppur,"Chairman of the Association Mr. RMP Saminathan presented a bag of rice at the Chennimalai Union Territory of KANGAYAM, Tirupur Southern District. # Makkalpaniyiltimuka",13-05-2020,2.83,DMK,KANGAYAM
Tiruppur,"Relief aid to women belonging to the hairdresser's family in the Madathukulam North Union Kumarasan, Arun Prasad arrangement on behalf of the People's Justice Trust of South West District of Tirupur.",13-05-2020,1.41,MNM,MADATHUKULAM
Tiruppur,"On behalf of Tirupur Southwest District, relief goods were provided to Sarah Auto drivers and women",13-05-2020,2.83,MNM,Unassigned
Tiruppur,"On behalf of the People's Justice Society of Tirupur Southwest District, Madathukulam constituency, JJ Nagar, S.V. Puram area was provided with relief items by the Madathukulam South Union Suresh.",13-05-2020,2.83,MNM,MADATHUKULAM
Coimbatore,A weekly supply of vegetables to 50 families residing in the Kambathkudavu block of Coimbatore district,13-05-2020,1.73,MNM,KINATHUKADAVU
Coimbatore,"On the advice of the Chairman of the Corporation, Coimbatore Municipal East District Chairperson N Karthik MLA advised them. On behalf of VS Krishnaraj, VM Shanmugasundaram distributed rice and vegetables to 450 families in Anantnagar, Gandhinagar.",14-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the order of the Chairman of the Association, District Secretary C.R.Ramachandran, Chief Executive Officer, T.R.Shanmukasundaram, Member of the Executive Committee, SMT Kalyanasundaram, in charge of the Karamadai (K) Union, distributed relief items to 1000 persons in the 11th Ward of Karamadai.",14-05-2020,4.24,DMK,METTUPPALAYAM
Coimbatore,"11 families from Anaimalai, who sought the help of the Association through the #OndrinaivomVaa, were given rice and groceries by the Secretary of the Perur Corporation on the advice of the President of the Coimbatore district Mr.Tendral Selvaraj.",14-05-2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, District Secretary C.R. Ramachandran, the Chairman of the Association, SMT Kalyanasundaram, in charge of the Karamadai (K) Union, distributed relief items to 250 families in Chinnagallipatti Urachchi area.",14-05-2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the Chairman of the Municipal Council of Coimbatore Municipal Council, Muttusamy, Kovanpayalam Area 8th Circle Secretary, A. Vethiwel provided essential commodities, including rice, to 50 daily wage workers.",14-05-2020,2,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Mr. (Mrs.) C.R.Ramachandran, District Secretary of Coimbatore, Mr. Suresh and Siddharth, Coordinator of No2 Cuddalore Perur IT Wing, supplied essentials to 50 families in the Gas Company area.",14-05-2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, District Secretary of Coimbatore, Mr. C.R.Ramachandran, distributed the rice and vegetables to 10 families in the Kumarapuram area of ??the Chikkadasampalayam area.",14-05-2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, the Northern District Secretary of Coimbatore, Mr. C.R.Ramachandran, No4, Veerapandi Perur IT Wing Coordinator V. Suresh and Ravi provided essential items to the beneficiaries who sought the assistance of the Corporation.",14-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the Coimbatore District Secretary C.R.Ramachandran, Periyanakanapayam OOP Aryavarasaru distributed vegetables and groceries to 100 families in the Veera Pandi Peruranchi, Balaji Garden area.",14-05-2020,2.83,DMK,Unassigned
Coimbatore,"Periyanekanapalakali leader, provided relief to transgender families and 50 families in Mettupalayam. Avivarasuram distributed vegetables and groceries to 100 families in the Nee-4 Veerapandi Beeruranchi, Balaji Garden area.",14-05-2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the instructions of the President of the Association, District Secretary C.R.Ramachandran, on the instructions of the President, the State Women's Volunteer Assistant Commissioner Meena Jayakumar arranged a donation of relief items to 20 poor families.",14-05-2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, the Northern District Secretary of Coimbatore, Mr. C.R.Ramachandran, supplied essential items to eight families who sought the assistance of the school.",14-05-2020,1.73,DMK,COIMBATORE (NORTH)
Coimbatore,"On the orders of the Chairman of the Association, District Secretary of Coimbatore, Mr. C.R.Ramasandran, DOC Coordinators D. Gopinath, M. Vinod Kumar sought the assistance of the Association and presented the necessary medicines to the VG, Dinekaran and Jai Ganesh.",14-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, the District Secretary of Coimbatore, Mr. C.R.Ramachandran, the District Secretary, Mrs.Thirimuku.Rathi Manohar, presented the essential items to Mallika, Kannaki, Sundarraj and Ravi Shanmugam who sought the assistance of the Association.",14-05-2020,1.41,DMK,Unassigned
Coimbatore,"On behalf of Coimbatore Municipal District (K) District Superintendent Na Karthik MLA on behalf of the Chairman,450 families in the 21st Circle were given rice and vegetables.",14-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, Coimbatore Municipal East District Collector Na Karthik MLA, Ganapati Area Secretary Loku advised 25 people in 49 circles to supply rice groceries.",14-05-2020,1.73,DMK,Unassigned
Coimbatore,"The Chairman of the Association, Mr. T. Tendul Selvaraj, in charge of the District (District) in charge of the Association, presented the relief items to 150 families.",14-05-2020,2.83,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Coimbatore Municipal District Collector Na Karthik MLA, donated 5 kg of rice, vegetables and eggs to 300 families in the 17 circular MGR Road on behalf of PN Puthur Partner VM Shanmugasundaram.",14-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Mr. Thernell Selvaraj, the District Collector of Coimbatore, Mr. Tentel Selvaraj offered the rice and vegetables to Panchali and Mumtaz Nisa, who sought the assistance of Circle Secretary Nagaraj and the Corporation Executives.",14-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, the District Secretary of Coimbatore, Mr. C.R.Ramachandran, Mettupalayam City Secretary Mr. S. Mohammed Younis distributed relief items to the poor families who sought the assistance of the Corporation through #OndrinaivomVaa.",14-05-2020,1.41,DMK,Unassigned
Coimbatore,"Under the direction of the President of the Association, Mr. C.R.Ramachandran, the District Secretary of Coimbatore, Mr. Naragiri MP Mr.R.Raza on the instructions of the Youth Organizer Riyas and the Minorigai Perur Youth Organization were providing relief items to 300 families.",14-05-2020,2.83,DMK,Unassigned
Coimbatore,"The Chairman of the Association, Mr. KR Ramachandran, District Secretary, Coimbatore (V),On the advice of Periyanayakanpayam OOP Aryavarasuram, the councilor, Meena Ganesan, provided relief items to 203 families in the N2 Koodalur Baroorachchi, 9th Ward.",14-05-2020,2.83,DMK,Unassigned
Coimbatore,"The Secretary General of the Union, Mr. OVS Deva Senanayake, inaugurated the 2000 food program for the civilians in the Panadura District of Anaimalai.",14-05-2020,4.58,DMK,Unassigned
Tiruppur,"Under the direction of the Chairman of the Association, the District Secretariat of Southern Province, Mr. Ila Padmanabhan, Chairman of the Association, Mr. M PB Saminathan presented the bags of rice to 5221 families in Chennimalai area. # Makkalpaniyiltimuka",14-05-2020,5.2,DMK,Unassigned
Tiruppur,"The Chairman of the Association handed over the bags of rice to the Tirupur Southern District, KANGAYAM Vidyalaya, Chennimalai Union and the Perur Regional High Level Executive Committee Member Mr. MMP Saminathan. # Makkalpaniyiltimuka",14-05-2020,2.83,DMK,KANGAYAM
Tiruppur,"On the orders of the Chairman of the Association, Mr. KM Saminathan, Member of the Higher Executive Committee of KANGAYAM Township, KANGAYAM Township, Tirupur Southern District, distributed rice bags to the poor. # Makkalpaniyiltimuka",14-05-2020,2.83,DMK,KANGAYAM
Tiruppur,"On the order of the Chairman of the Association, Mr. KB Saminathan, Member of the Higher Secondary Working Committee of the KANGAYAM North Union Division of the KANGAYAM North District, Tiruppur South District, donated the bags of rice from his own funds. # Makkalpaniyiltimuka",14-05-2020,2.83,DMK,KANGAYAM
Tiruppur,"On the advice of the Chairman of the Association, Tirupur Northern District Secretary, Mr. K. Selvaraj, Information Technology Team Palladam Coordinator Maheshkumar distributed grocery and groceries to the poor. With 63 Velampalayam f (s) Nataraj # people_policy_demo",14-05-2020,2.83,DMK,PALLADAM
Nilgiris,"Shyam Kumar, who sought the assistance of the Nilgiris District Secretary, Mr. Shyam Kumar, at the behest of the Chairman, provided medical aid and essential supplies. # Makkalpaniyiltimuka",14-05-2020,1.41,DMK,Unassigned
Nilgiris,"On the orders of the Chairman of the Association, the Nilgiris District Secretary, Mr. Bam Mubarak, inaugurated a program to distribute 30 tonnes of rice to the people. # Makkalpaniyiltimuka",14-05-2020,2.83,DMK,Unassigned
Erode,"Mrs. Viji, Secretary, Erode Southwestern District Women's & Child Welfare Team at Perundurai Vijayamangalam Sangunagar districuted rice",14-05-2020,2.83,MNM,PERUNDURAI
Coimbatore,"Under the leadership of District Secretary Tamaraikkannan of Ondipudur, Coimbatore Northeastern District, Youth Corps Secretary Secretary Gunasekaran arranged for 150 laborers to be provided with rice and vegetables.",14-05-2020,3.74,MNM,COIMBATORE (NORTH)
Coimbatore,"125 non-vegetarian food items were provided to 125 clean workers at Sundarapuram Corporation office in Kinathkadavu block, headed by District Secretary of Western Province Siva.",14-05-2020,2.83,MNM,KINATHUKADAVU
Coimbatore,"Under the leadership of Mr. Vasudevan, Secretary, 66th Ward, Puliyakulam, Coimbatore South, 22 poor families were provided with rice and vegetables.",14-05-2020,1.73,MNM,Unassigned
Coimbatore,A set of 3115 families in Idikarai Beirutcchi area was provided with rice and crops. Sibling executives attended the siblings,15-05-2020,4.58,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, Mr. Thernell Selvaraj, the District Collector of Coimbatore, distributed the vegetables to 20 families belonging to the 9th Ward of Anaimalai Perur.",15-05-2020,1.73,DMK,Unassigned
Coimbatore,"Under the leadership of Mr. CR Ramachandran, organizer Riyaz on behalf of the youth of Sirumugai Perur organized 300 families of rice and vegetables.",15-05-2020,2.83,DMK,Unassigned
Coimbatore,"In the 100th circle of the Kuruchi area, he distributed rice and vegetables to the poor.",15-05-2020,2.83,DMK,Unassigned
Coimbatore,"Chairman of the Association, Coimbatore Municipal Council (M) District Trustee Muthusamy in their arrangement,They provided rice, vegetables and groceries to the poor people living in the Kondi Colony.",15-05-2020,2.83,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association,Karthik MLA, Ganapathi Area Secretary, Lok circular Secretary PV Subramaniam, 47th Circle Veera Gopal distributed vegetables to 500 people.",15-05-2020,3.16,DMK,Unassigned
Coimbatore,"MP, his assistant, MP, presented relief items to 80 families in Ambattkar Nagar, Palapatti, Palakkadyam, Mettupalayam constituency. Roch, TR Executive Committee Member TR Shanmukasundaram and District Business Team Organizer Purushothaman",15-05-2020,2,DMK,METTUPPALAYAM
Coimbatore,"MP for the relief of 200 families in the Palapatti Anna Nagar area of ??Mettupalayam, Chikkadasampalayam. Roch, TR Executive Committee Member TR Shanmukasundaram and District Business Team Organizer Purushothaman",15-05-2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the President of the Association, Mr. C.R.Ramachandran, District Secretary of Coimbatore (V), No 2 Cuddalore, Perur Secretary Kanagaraj provided essential items to Kalamana who sought the assistance of the Corporation through #OndrinaivomVaa.",15-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, the Northern District Secretary of Coimbatore, Mr. C.R.Ramachandran, on the advice of the District Secretary, Mrs. Thirimaku.Summel Ramesh, Mr. Rajkumar sought the assistance of the Association.",15-05-2020,1.41,DMK,Unassigned
Coimbatore,Essential commodities were provided to 25 beneficiaries who sought the assistance of the Corporation through the Jadhambalayam Panchayat OndrinaivomVaa in the Kalyanasundaram arrangement.,15-05-2020,1.73,DMK,Unassigned
Coimbatore,"On the instructions of the President of the Association, the District Secretary of Coimbatore, Mr. C.R.Ramachandran, provided the essential commodities to the beneficiaries who sought the assistance of the Corporation in the arrangement of the Karamadai (K) Union Odanturai Panchayat IT Wing Coordinator.",15-05-2020,1.41,DMK,METTUPPALAYAM
Coimbatore,Karamadai (K) Union Muduthurai Panchayat Secretary distributed relief items to 500 families in Kumarapalayam area.,15-05-2020,3.16,DMK,METTUPPALAYAM
Coimbatore,"Under the direction of the President of the Association, the State Agriculture Workers' Union Secretary P.Arunkumar presented relief items to the musicians living in Mettupalayam constituency, Mettupalayam.",15-05-2020,1.73,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the Chairman of the Association, Nilgiris MP Mr.R.Raza gave relief items to 200 persons at Karaurmai (May), OCS Surendran, MP's Assistant Roach and State Agricultural Workers Assistant Secretary PA Arun Kumar.",15-05-2020,2.83,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, Coimbatore Municipal District (K) District Collector N Karthik MLA advised Ganapathi Area Secretary Loku to provide cleanliness to Round 41 employees and Rice Secretariat staff.",15-05-2020,2,DMK,Unassigned
Coimbatore,"In accordance with the order of the Chairman of the Association, Mr. Thendrell Selvaraj, the Trustee of Coimbatore Southern District, Mr. S Thangavel, Deputy Organizer of the District Agricultural Industry, provided relief assistance to those who sought the assistance of the Corporation in the 24th Circle.",15-05-2020,1.41,DMK,COIMBATORE (SOUTH)
Coimbatore,"On the instructions of the President of the Association, the District Collector of Coimbatore, Mr. Thernell Selvaraj advised them to provide vegetables to 550 families, including the Anaimalai Barur, which was affected by the curtains.",15-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the instructions of the Chairman of the Corporation, the Western District Trustee of MV Muthukhami, Mr. Saravanampatti Area 30th Circle Secretary Mr.Santha Raj, on their advice, provided essential items to the people who sought the assistance of the Association. Sibling siblings.",15-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the instructions of the Chairman of the Corporation, the Western District Trustee of MV Muthukhami, Mr. Saravanampatti Area 30th Circle Secretary Mr.Santha Raj, on their advice, provided essential items to the people who sought the assistance of the Association. Sibling siblings.",15-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, Mr. Thernell Selvaraj, the District Collector of Coimbatore, Mr. Purakrishnan, Deputy Secretary of Perur, distributed the rice and vegetables to 80 families, including Anaimalai Barur, which was affected by the curtailment.",15-05-2020,2,DMK,Unassigned
Tiruppur,Tirupur Southern District Secretary Nos. Padmanabhan high-level executive committee member Mr M P Saminathan distributed 5 kg of rice bags to 2026 families in the Pararanjavarai panchayat area. # Makkalpaniyiltimuka,15-05-2020,4.9,DMK,TIRUPPUR (SOUTH)
Tiruppur,"The President of the Association, Tirupur C. Umamageswari of Tirupur North District has distributed rice and vegetables to the poor wage laborers in the Keelamedu Moolavayal area under the Kunnathoor panchayat. # Makkalpaniyiltimuka",15-05-2020,2.83,DMK,Unassigned
Nilgiris,"Udayakayam on behalf of Nilgiris MP Mr.R.Irasa on behalf of the President of the Association, President of the Southern Union Secretary Paramasivan handed over bags of rice to the poor and the poor in the Southern Union areas. # Makkalpaniyiltimuka",15-05-2020,2.83,DMK,Unassigned
Nilgiris,"The President of the Association, Nilgiris Parliamentarian Mr.R.Irasa, presented the rice and essential commodities to estate workers in Ovali in Cuddalore Union. # Makkalpaniyiltimuka",15-05-2020,2.83,DMK,Unassigned
Nilgiris,"On the instructions of Nilgiris MP Mr.R.Raza, the Chairman of the Association, relief materials were given to the patients of Kotagiri Government Hospital in the Senthil Arrangement. # Makkalpaniyiltimuka",15-05-2020,2.83,DMK,Unassigned
Nilgiris,"On behalf of the President of the Association, Nilgiris MP Mr.R.Iraza on behalf of the District Secretary, PB Mubarak, Election Secretary K.Ramachandran and administrators distributed rice bags to the poor people in the Kotagiri Union. # Makkalpaniyiltimuka",15-05-2020,2.83,DMK,Unassigned
Tiruppur,"Chairman of the Association, Northern District Secretary, Mr. K. Selvaraj, presented the rice and vegetables to 200 families in the 24th Circle Chamundipuram area in the presence of Municipal Trustee TKTM Nagarasan. # Makkalpaniyiltimuka",15-05-2020,2.83,DMK,Unassigned
Coimbatore,"75 families were given rice, lentils, groceries and vegetables.",15-05-2020,2,MNM,SINGANALLUR
Erode,The Kapusupa water was provided to the public and the purity workers in Phase Five in Phase 5 Southwest District of Erode,15-05-2020,2.45,MNM,PERUNDURAI
Coimbatore,"On the advice of the President of the Association, Mr. Thernell Selvaraj, in charge of the Coimbatore District, Mr. Derek Selvaraj sought the assistance of the club.",16-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the instructions of the President of the Association, Mr. Thendral Selvaraj, the District Collector of Coimbatore, distributed the vegetables to Ward Secretary K. Ramraj on the instructions of 420 families in Peru South, Anaimalai.",16-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Coimbatore (The) MOP Thirunal Selvaraj advised Anaimalai Perur 8th Ward Secretary Ramalingam, COPE Coordinator Jayakumar and Engineer DPMorthy Moorthy to distribute vegetables to 300 families.",16-05-2020,2.83,DMK,Unassigned
Coimbatore,"Under the guidance of the President of the Association, the District Secretary of Coimbatore, Mr. C.R.Ramachandran, District Women's Organizer TV Ranganayagi sought the assistance of the Association and provided medical aid and essentials for medical expenses.",16-05-2020,1.41,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, the Coimbatore (The) MLA Thirunel Thirunel Selvaraj, on the advice of the Pollachi (V) OC Thiru VM Maruthvale Organization, distributed relief items to 150 people in the Vadakkapalliyam Panchayat in the presence of the Head of the State Agriculture Team.",16-05-2020,2.83,DMK,Unassigned
Coimbatore,"On the instructions of the Chairman of the Coimbatore Municipal Council in Coimbatore, Mr. N Karthik MLA, Mr. VK Thiru Krishnamoorthy and Mr. Mohankumar, District Trade Chairperson, distributed vegetables to 150 persons in the quarantine area of ??the 13th Ward.",16-05-2020,2.83,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, Mr. K Muthusamy, Trustee of the Kovai Municipal West District, Mr. E Vethevel, the Secretary of the Koundampalayam Area 8th Circle, distributed essential items to the families of the 75 siblings.",16-05-2020,2,DMK,KAVUNDAMPALAYAM
Coimbatore,"On the instructions of Ganapati Area Secretary Loku, on the advice of the President of the Kovai Municipal District (K), District Collector NK Karthik MLA, 5 kg of rice was distributed to 200 poor people on behalf of the 44 circle club.",16-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Corporation, Navi Karthik MLA, Kovai Municipal Eastern District, Na Kartick MLA, 500 persons were provided with food on behalf of Venkatagiri in Kalvirampalayam.",16-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the President of the Coimbatore Municipal District (Na) K Karthik MLA, the President of the Corporation, rice mills were distributed to 350 people on behalf of the 14th Round Club of the Pan Budhur area. Circle Secretary Krishnaraj and the executives of the Corporation were present.",16-05-2020,3.16,DMK,Unassigned
Tiruppur,"Union secretary SV Senthilkumar, in Tarapuram area of ??Tirupur southern district, on the orders of the president of the association, concluded the arrangement and distributed 5 kg rice packets to 100 families. Many executives of the Corporation participated. # Makkalpaniyiltimuka",16-05-2020,2.83,DMK,TIRUPPUR (SOUTH)
Tiruppur,"Tirupur South District Secretary Mr. Ila Padmanabhan distributed essential commodities including rice and vegetables to 400 poor and marginalized families in Ward-12, 17,19,21,22 areas of Udumalaipettai town under the organizing of corporation executives. # Makkalpaniyiltimuka",16-05-2020,3.16,DMK,UDUMALAIPETTAI
Nilgiris,"The donation of rice bags sent on behalf of the Nilgiris MP Mr.R.Irasa under the direction of the President of the Association was handed over to 400 families in Sokkanalli, Aranyakatti and Chellur in the Northern Province under the leadership of the Secretary of the Northern Union. # Makkalpaniyiltimuka",16-05-2020,3.16,DMK,Unassigned
Nilgiris,The Chairman of the Association gave the bags of rice to be sent on behalf of the Nilgiris MP Mr.R.Irasa and distributed them to the poor people of the Kunda Panchayat in the Southern Union. # Makkalpaniyiltimuka,16-05-2020,2.83,DMK,Unassigned
Tiruppur,"Chairman of the Association, Northern District Secretary Mr. K. Selvaraj, in charge of TKTM Nagarasan organized the distribution of rice and vegetables to 200 families in Kongu Nagar, 6th Circle, Mannar in the Avivoli Nagar area. # Makkalpaniyiltimuka",16-05-2020,2.83,DMK,Unassigned
Tiruppur,"Chairman of the Association, Northern District Secretary Mr. K. Selvaraj in the presence of the Municipal Trustee, TKDM Nagarasan, Nallur Area 58th Circle, WUC. He distributed rice and vegetables to 400 families in the city of Mahalakshmi Nagar. # Makkalpaniyiltimuka",16-05-2020,3.16,DMK,Unassigned
Tiruppur,Over 200 poor people have been provided with packets of rice and vegetables at Pamparpayam area,16-05-2020,2.83,MNM,Unassigned
Coimbatore,# Pollachi North Circle #Madakavasam Vattattunnayapam leader #Kadhar_Murukesh on behalf of #Tamil_State_Concussion in Vadakkappalayam village.,16-05-2020,2.83,TMC,POLLACHI
Tiruppur,"Mr. Kasturi, our Secretary of State for the South of Tirupur, delivered a packet of rice and vegetables to more than 50 poor and humble families in 144 villages.",17-05-2020,1.73,MNM,Unassigned
Coimbatore,nil,17-05-2020,0,AIADMK,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,BJP TN,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,DMDK,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,DMK,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,INC TN,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,IUML,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,MNM,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,NTK,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,PMC,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,TMC,COIMBATORE (NORTH)
Coimbatore,nil,17-05-2020,0,AIADMK,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,BJP TN,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,DMDK,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,DMK,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,INC TN,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,IUML,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,MNM,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,NTK,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,PMC,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,TMC,COIMBATORE (SOUTH)
Coimbatore,nil,17-05-2020,0,AIADMK,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,BJP TN,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,DMDK,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,DMK,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,INC TN,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,IUML,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,MNM,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,NTK,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,PMC,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,TMC,KAVUNDAMPALAYAM
Coimbatore,nil,17-05-2020,0,AIADMK,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,BJP TN,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,DMDK,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,DMK,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,INC TN,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,IUML,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,MNM,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,NTK,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,PMC,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,TMC,KINATHUKADAVU
Coimbatore,nil,17-05-2020,0,AIADMK,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,BJP TN,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,DMDK,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,DMK,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,INC TN,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,IUML,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,MNM,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,NTK,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,PMC,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,TMC,METTUPPALAYAM
Coimbatore,nil,17-05-2020,0,AIADMK,POLLACHI
Coimbatore,nil,17-05-2020,0,BJP TN,POLLACHI
Coimbatore,nil,17-05-2020,0,DMDK,POLLACHI
Coimbatore,nil,17-05-2020,0,DMK,POLLACHI
Coimbatore,nil,17-05-2020,0,INC TN,POLLACHI
Coimbatore,nil,17-05-2020,0,IUML,POLLACHI
Coimbatore,nil,17-05-2020,0,MNM,POLLACHI
Coimbatore,nil,17-05-2020,0,NTK,POLLACHI
Coimbatore,nil,17-05-2020,0,PMC,POLLACHI
Coimbatore,nil,17-05-2020,0,TMC,POLLACHI
Coimbatore,nil,17-05-2020,0,AIADMK,SINGANALLUR
Coimbatore,nil,17-05-2020,0,BJP TN,SINGANALLUR
Coimbatore,nil,17-05-2020,0,DMDK,SINGANALLUR
Coimbatore,nil,17-05-2020,0,DMK,SINGANALLUR
Coimbatore,nil,17-05-2020,0,INC TN,SINGANALLUR
Coimbatore,nil,17-05-2020,0,IUML,SINGANALLUR
Coimbatore,nil,17-05-2020,0,MNM,SINGANALLUR
Coimbatore,nil,17-05-2020,0,NTK,SINGANALLUR
Coimbatore,nil,17-05-2020,0,PMC,SINGANALLUR
Coimbatore,nil,17-05-2020,0,TMC,SINGANALLUR
Coimbatore,nil,17-05-2020,0,AIADMK,SULUR
Coimbatore,nil,17-05-2020,0,BJP TN,SULUR
Coimbatore,nil,17-05-2020,0,DMDK,SULUR
Coimbatore,nil,17-05-2020,0,DMK,SULUR
Coimbatore,nil,17-05-2020,0,INC TN,SULUR
Coimbatore,nil,17-05-2020,0,IUML,SULUR
Coimbatore,nil,17-05-2020,0,MNM,SULUR
Coimbatore,nil,17-05-2020,0,NTK,SULUR
Coimbatore,nil,17-05-2020,0,PMC,SULUR
Coimbatore,nil,17-05-2020,0,TMC,SULUR
Coimbatore,nil,17-05-2020,0,AIADMK,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,BJP TN,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,DMDK,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,DMK,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,INC TN,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,IUML,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,MNM,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,NTK,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,PMC,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,TMC,THONDAMUTHUR
Coimbatore,nil,17-05-2020,0,AIADMK,VALPARAI
Coimbatore,nil,17-05-2020,0,BJP TN,VALPARAI
Coimbatore,nil,17-05-2020,0,DMDK,VALPARAI
Coimbatore,nil,17-05-2020,0,DMK,VALPARAI
Coimbatore,nil,17-05-2020,0,INC TN,VALPARAI
Coimbatore,nil,17-05-2020,0,IUML,VALPARAI
Coimbatore,nil,17-05-2020,0,MNM,VALPARAI
Coimbatore,nil,17-05-2020,0,NTK,VALPARAI
Coimbatore,nil,17-05-2020,0,PMC,VALPARAI
Coimbatore,nil,17-05-2020,0,TMC,VALPARAI
Erode,nil,17-05-2020,0,AIADMK,ANTHIYUR
Erode,nil,17-05-2020,0,BJP TN,ANTHIYUR
Erode,nil,17-05-2020,0,DMDK,ANTHIYUR
Erode,nil,17-05-2020,0,DMK,ANTHIYUR
Erode,nil,17-05-2020,0,INC TN,ANTHIYUR
Erode,nil,17-05-2020,0,IUML,ANTHIYUR
